x,y
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
919,967
