x,y
0,0
2560,1440
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1252,782
1253,782
1253,782
1253,782
1255,782
1255,782
1255,782
1255,782
1255,782
1257,782
1257,782
1257,782
1259,783
1259,783
1260,783
1260,783
1260,783
1262,784
1262,784
1264,784
1264,784
1264,784
1266,784
1266,784
1266,785
1266,785
1266,785
1266,785
1266,785
1268,785
1268,785
1268,785
1268,785
1268,785
1268,785
1266,785
1266,785
1264,785
1264,785
1264,785
1254,785
1254,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,785
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,788
1249,787
1249,788
1249,788
1249,788
1249,789
1249,789
1249,789
1250,789
1250,789
1251,789
1251,789
1251,789
1253,790
1253,790
1257,792
1257,792
1257,792
1259,792
1259,792
1260,793
1260,793
1260,793
1262,793
1262,793
1264,794
1264,794
1264,794
1264,794
1265,794
1265,794
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1265,795
1264,795
1264,795
1264,795
1262,795
1262,795
1260,795
1260,795
1260,795
1258,795
1258,795
1256,795
1256,795
1256,795
1254,795
1254,795
1251,795
1251,795
1251,795
1249,795
1249,795
1248,795
1248,795
1248,795
1248,795
1248,795
1248,795
1248,795
1248,795
1247,795
1247,795
1247,795
1247,795
1247,795
1247,795
1247,795
1245,795
1245,795
1243,795
1243,795
1243,795
1241,795
1241,795
1239,795
1239,795
1239,795
1236,795
1236,795
1231,794
1231,794
1231,794
1228,794
1228,794
1225,794
1225,794
1225,794
1224,794
1224,794
1224,794
1224,794
1224,794
1224,794
1224,794
1224,794
1224,794
1224,794
1224,793
1224,793
1224,789
1224,789
1224,789
1224,783
1224,783
1224,772
1224,772
1222,757
1222,757
1222,757
1218,732
1218,732
1211,702
1211,702
1208,671
1208,671
1208,671
1206,635
1206,635
1206,613
1206,613
1206,613
1209,593
1209,593
1214,573
1214,573
1221,554
1221,554
1221,554
1226,535
1226,535
1230,521
1230,521
1230,521
1235,507
1235,507
1239,494
1239,494
1239,494
1241,483
1241,483
1245,472
1245,472
1245,472
1247,465
1247,465
1249,457
1249,457
1251,449
1251,449
1251,449
1253,442
1253,442
1257,432
1257,432
1259,423
1259,423
1259,423
1264,414
1264,414
1267,403
1267,403
1267,403
1274,390
1274,390
1277,380
1277,380
1279,373
1279,373
1279,373
1280,366
1280,366
1280,362
1280,362
1280,362
1280,357
1280,357
1281,354
1281,354
1281,351
1281,351
1281,351
1282,346
1282,346
1284,343
1284,343
1287,339
1287,339
1287,339
1287,337
1287,337
1288,335
1288,335
1288,335
1290,333
1290,333
1291,331
1291,331
1292,329
1292,329
1292,329
1294,328
1294,328
1295,326
1295,326
1296,326
1296,326
1296,326
1297,326
1297,326
1297,325
1297,325
1297,325
1299,324
1299,324
1302,323
1302,323
1307,322
1307,322
1307,322
1314,320
1314,320
1322,317
1322,317
1330,311
1330,311
1330,311
1337,305
1337,305
1343,299
1343,299
1343,299
1349,286
1349,286
1352,279
1352,279
1356,269
1356,269
1356,269
1358,260
1358,260
1360,251
1360,251
1360,251
1361,244
1361,244
1362,237
1362,237
1362,231
1362,231
1363,227
1363,227
1363,227
1363,222
1363,222
1364,217
1364,217
1364,216
1364,216
1364,216
1364,214
1364,214
1364,212
1364,212
1364,212
1364,212
1364,212
1364,211
1364,211
1364,210
1364,210
1364,210
1364,210
1364,210
1364,210
1364,210
1364,210
1364,210
1364,210
1364,210
1364,210
1364,210
1364,210
1364,210
1364,210
1364,210
1364,210
1364,210
1364,210
1364,210
1364,210
1364,210
1364,210
1364,210
1364,210
1364,210
1364,210
1364,210
1364,211
1364,211
1363,213
1363,213
1362,214
1362,214
1362,214
1361,217
1361,217
1360,219
1360,219
1358,223
1358,223
1358,223
1357,224
1357,224
1356,226
1356,226
1355,226
1355,226
1355,227
1355,227
1355,227
1354,227
1354,227
1354,227
1354,227
1354,227
1354,227
1354,227
1354,227
1354,227
1354,227
1354,227
1354,227
1353,227
1353,227
1353,227
1353,227
1353,227
1353,227
1353,227
1352,227
1352,227
1352,227
1352,227
1352,227
1352,227
1352,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
1351,227
